priority,tc_id,ucs_id,uc_id,use_case,test_case_title,validation_class,detection_id,detection_type,target_dataset,pov_scenario_id,mitre_techniques,base_platform,required_addon,authoring_gap
P3,TC-DLP-04,UCS-DLP-02,UC-DLP,Data Loss Prevention (DLP),Demonstrate policy tuning workflow reduces false positives by iterating on detection patterns with analyst feedback loop,DET,DET-DLP-04,BIOC,xdr_data,POV-SC-005,TBD,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
P3,TC-DLP-05,UCS-DLP-03,UC-DLP,Data Loss Prevention (DLP),Validate behavioral analytics detect anomalous data access patterns indicative of insider threat pre-exfiltration,DET,DET-DLP-05,Analytics BIOC,xdr_data,POV-SC-060,TBD,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
P3,TC-DLP-06,UCS-DLP-03,UC-DLP,Data Loss Prevention (DLP),Demonstrate DLP integration with UEBA provides enriched insider risk timeline for investigation,DET,DET-DLP-06,Analytics BIOC,xdr_data,POV-SC-006,T1021 T1059,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),GENERIC SCENARIO (shared by 8 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
P3,TC-DLP-09,UCS-DLP-05,UC-DLP,Data Loss Prevention (DLP),Validate DLP incidents auto-create XSIAM cases with full context and recommended remediation playbooks,DET,DET-DLP-07,BIOC,xdr_data,POV-SC-062,TBD,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
P3,TC-DLP-10,UCS-DLP-05,UC-DLP,Data Loss Prevention (DLP),Demonstrate AgentiX automated DLP incident remediation with user notification and manager escalation workflow,DET,DET-DLP-08,BIOC,incidents,POV-SC-005,TBD,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
P3,TC-DLP-11,UCS-DLP-06,UC-DLP,Data Loss Prevention (DLP),Validate DLP monitors and controls sensitive data movement across sanctioned and unsanctioned SaaS applications,DET,DET-DLP-09,BIOC,xdr_data,POV-SC-001,T1021 T1059 T1078 T1566,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
P3,TC-EDR-01,UCS-EDR-01,UC-EDR,Endpoint Detection & Response,Validate unified endpoint policy creation across protection profiles (granular process-level),DET,DET-EDR-01,BIOC,xdr_data,POV-SC-020,TBD,Cortex XDR · Cortex XSIAM,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Agentic Endpoint Security (AES) ⚠,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-EDR-02,UCS-EDR-01,UC-EDR,Endpoint Detection & Response,Demonstrate asset-level policy assignment with granular protection profiles,DET,DET-EDR-02,BIOC,xdr_data,POV-SC-020,TBD,Cortex XDR · Cortex XSIAM,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Agentic Endpoint Security (AES) ⚠,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-EDR-03,UCS-EDR-02,UC-EDR,Endpoint Detection & Response,"Validate multi-method malware detection (local sandbox, behavioral, static analysis)",DET,DET-EDR-03,Analytics BIOC,xdr_data,POV-SC-021,TBD,Cortex XDR · Cortex XSIAM,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Agentic Endpoint Security (AES) ⚠,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-EDR-04,UCS-EDR-02,UC-EDR,Endpoint Detection & Response,Demonstrate auto-containment triggers on confirmed malware execution,DET,DET-EDR-04,BIOC,xdr_data,POV-SC-021,TBD,Cortex XDR · Cortex XSIAM,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Agentic Endpoint Security (AES) ⚠,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-EDR-05,UCS-EDR-03,UC-EDR,Endpoint Detection & Response,Validate causality graph provides full process chain and causality owner attribution,DET,DET-EDR-05,Correlation Rule (XQL),xdr_data,POV-SC-045,TBD,Cortex XDR · Cortex XSIAM,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Agentic Endpoint Security (AES) ⚠,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-EDR-06,UCS-EDR-04,UC-EDR,Endpoint Detection & Response,Demonstrate unified agent management with scheduled upgrades from single console,DET,DET-EDR-06,BIOC,xdr_data,POV-SC-046,TBD,Cortex XDR · Cortex XSIAM,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Agentic Endpoint Security (AES) ⚠,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-IR-04,UCS-IR-02,UC-IR,Incident Response,Validate analytics detection rules trigger on simulated lateral movement patterns,DET,DET-IR-04,Analytics BIOC,xdr_data,POV-SC-039,TBD,Cortex XSIAM · Cortex XDR,Forensics · Extended Compute Units,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-IR-07,UCS-IR-03,UC-IR,Incident Response,Demonstrate automated eradication and recovery playbook execution end-to-end,DET,DET-IR-06,BIOC,xdr_data,POV-SC-005,TBD,Cortex XSIAM · Cortex XDR,Forensics · Extended Compute Units,GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-IR-09,UCS-IR-05,UC-IR,Incident Response,Validate asset risk scoring adjusts incident priority based on asset criticality,DET,DET-IR-08,BIOC,xdr_data,POV-SC-017,TBD,Cortex XSIAM · Cortex XDR,Forensics · Extended Compute Units,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-IR-10,UCS-IR-05,UC-IR,Incident Response,Demonstrate case starring and auto-prioritization workflow for VIP assets,DET,DET-IR-09,BIOC,xdr_data,POV-SC-017,TBD,Cortex XSIAM · Cortex XDR,Forensics · Extended Compute Units,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-IR-11,UCS-IR-06,UC-IR,Incident Response,Validate auto-enrichment populates incident context without analyst action,DET,DET-IR-10,BIOC,xdr_data,POV-SC-018,TBD,Cortex XSIAM · Cortex XDR,Forensics · Extended Compute Units,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-IR-12,UCS-IR-06,UC-IR,Incident Response,Demonstrate incident synthesis generates executive summary from correlated alert data,DET,DET-IR-11,Correlation Rule (XQL),xdr_data,POV-SC-018,TBD,Cortex XSIAM · Cortex XDR,Forensics · Extended Compute Units,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-MDR-02,UCS-MDR-02,UC-MDR,Managed Detection & Response (MDR),Demonstrate Unit 42 MDR investigation and response on simulated incident,DET,DET-MDR-01,BIOC,xdr_data,POV-SC-052,TBD,Cortex XSIAM · Cortex XDR,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Extended Threat Hunting · Extended Threat Intelligence (XTI) · Extended Compute Units,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-TH-02,UCS-TH-01,UC-TH,Threat Hunting,Demonstrate automated hunting via scheduled correlation searches with IOC feeds,DET,DET-TH-02,Correlation Rule (XQL),xdr_data,POV-SC-005,TBD,Cortex XSIAM · Cortex XDR,Extended Threat Hunting,GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-TH-03,UCS-TH-02,UC-TH,Threat Hunting,"Validate XDR dataset ingestion of non-security sources (HR, asset mgmt, cloud logs)",DET,DET-TH-03,BIOC,xdr_data,POV-SC-019,TBD,Cortex XSIAM · Cortex XDR,Extended Threat Hunting,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-TH-05,UCS-TH-03,UC-TH,Threat Hunting,Validate analytics engine and smart scoring reduce false positives in hunt results by >50%,HNT,HNT-TH-04,Saved XQL Hunt Query,xdr_data,POV-SC-042,TBD,Cortex XSIAM · Cortex XDR,Extended Threat Hunting,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-TH-06,UCS-TH-04,UC-TH,Threat Hunting,Validate TI management with scheduled IOC searches and Unit 42 feed integration,DET,DET-TH-05,BIOC,xdr_data,POV-SC-043,TBD,Cortex XSIAM · Cortex XDR,Extended Threat Hunting,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-TH-07,UCS-TH-05,UC-TH,Threat Hunting,Demonstrate forensics investigation and collection within hunting workflow,DET,DET-TH-06,BIOC,xdr_data,POV-SC-044,TBD,Cortex XSIAM · Cortex XDR,Extended Threat Hunting,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
P3,TC-XDL-02,UCS-XDL-01,UC-XDL,Extended Data Lake (XDL) & Observability,Demonstrate Chronosphere Telemetry Pipeline filters low-value noise to reduce data volumes by 30%+ while preserving security-relevant signals,DET,DET-XDL-01,BIOC,xdr_data,POV-SC-069,TBD,Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,NO MITRE MAPPING
P3,TC-XDL-06,UCS-XDL-04,UC-XDL,Extended Data Lake (XDL) & Observability,Validate federated search queries distributed data sources without additional ingestion or storage costs,DET,DET-XDL-02,BIOC,xdr_data,POV-SC-001,T1021 T1059 T1078 T1566,Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
P3,TC-XDL-08,UCS-XDL-05,UC-XDL,Extended Data Lake (XDL) & Observability,Validate Chronosphere observability integration enables security teams to correlate application performance anomalies with security events,DET,DET-XDL-03,Correlation Rule (XQL),xdr_data,POV-SC-001,T1021 T1059 T1078 T1566,Cortex XSIAM,Data Ingestion — Analytics tier · Data Ingestion — Cortex Data Lake tier · Data Retention,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload
