validation_class,tc_id,ucs_id,uc_id,use_case,scenario,test_case_title,tc_sheet,differentiation_tier,moat_classification,priority,detection_id,detection_type,target_dataset,pov_scenario_id,pov_scenario_payload,mitre_techniques,expected_signal,primary_kpi,threshold,detection_source,base_platform,required_addon,content_status,authoring_gap
POS,TC-ERV-07,UCS-ERV-04,UC-ERV,Enterprise Risk Visibility,Separate Compliance and Reporting Tools,Validate automated reporting generation against compliance frameworks,SecOps,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-024,Execute scenario-specific simulation for Separate Compliance and Reporting Tools,TBD,MTTD/MTTR/MTTA metrics match underlying incident data,MTTD,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex XSIAM · Cortex XDR · Cortex Cloud,Exposure Management · Attack Surface Management · Cloud Posture Security · Host Insights,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-ERV-08,UCS-ERV-04,UC-ERV,Enterprise Risk Visibility,Separate Compliance and Reporting Tools,Demonstrate compliance catalog with custom policy configurability,SecOps,MOAT,Table Stakes,P1,,Posture policy assertion (no detection content),,POV-SC-024,Execute scenario-specific simulation for Separate Compliance and Reporting Tools,TBD,Protection policies deploy and enforce correctly across target endpoints,SLA Compliance,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Policies + Alerts view,Cortex XSIAM · Cortex XDR · Cortex Cloud,Exposure Management · Attack Surface Management · Cloud Posture Security · Host Insights,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-ASM-01,UCS-ASM-01,UC-ASM,Attack Surface & Exposure Management,ASM / External Scans Disconnected from SOC,Validate XPANSE asset inventory feeds unmanaged asset data into XSIAM incident context,SecOps,MOAT,Ecosystem,P1,,Posture policy assertion (no detection content),,POV-SC-025,"Provision test external asset with known exposure (open port, expired cert, exposed S3)",TBD,Xpanse data feeds into XSIAM asset context correctly,MTTD,Qualitative pass,XSIAM UI + XQL · Xpanse Asset Inventory + Issues,Cortex XSIAM · Cortex Cloud,Attack Surface Management · Exposure Management · Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
POS,TC-ASM-02,UCS-ASM-01,UC-ASM,Attack Surface & Exposure Management,ASM / External Scans Disconnected from SOC,Demonstrate external scan results trigger automated remediation workflows,SecOps,MOAT,Ecosystem,P1,,Posture policy assertion (no detection content),,POV-SC-025,"Provision test external asset with known exposure (open port, expired cert, exposed S3)",TBD,Exposure findings trigger automated remediation workflows,Automation Rate,Qualitative pass,XSIAM UI + XQL · Xpanse Asset Inventory + Issues,Cortex XSIAM · Cortex Cloud,Attack Surface Management · Exposure Management · Cloud Posture Security,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
HNT,TC-ASM-03,UCS-ASM-02,UC-ASM,Attack Surface & Exposure Management,Retroactive Threat Hunting Tied to Exposure,Validate Unit 42 TI integrated into retroactive search protocols against ASM findings,SecOps,MOAT,Ecosystem,P1,HNT-ASM-01,Saved XQL Hunt Query,asm_assets · asm_issues,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,Retroactive search of ASM findings against TI functions correctly,Cross-Source Correlation Rate,Qualitative pass,XSIAM UI + XQL · Xpanse Asset Inventory + Issues,Cortex XSIAM · Cortex Cloud,Attack Surface Management · Exposure Management · Cloud Posture Security,TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-ASM-04,UCS-ASM-02,UC-ASM,Attack Surface & Exposure Management,Retroactive Threat Hunting Tied to Exposure,Demonstrate TI management scheduled searches against discovered attack surface,SecOps,MOAT,Ecosystem,P1,,Posture policy assertion (no detection content),,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,TI scheduled searches against discovered ASM assets function correctly,Asset Discovery Coverage,Qualitative pass,XSIAM UI + XQL · Xpanse Asset Inventory + Issues,Cortex XSIAM · Cortex Cloud,Attack Surface Management · Exposure Management · Cloud Posture Security,"N/A — assertion, not detection",GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
PLT,TC-SIEM-01,UCS-SIEM-01,UC-SIEM,Log Management & Compliance,Log Retention and Search Performance,Validate hot/warm/cold data tiering with search performance SLAs,SecOps,LEAD,Table Stakes,P2,,Platform-state assertion (no detection content),,POV-SC-048,Execute scenario-specific simulation for Log Retention and Search Performance,TBD,Hot/warm/cold tiering configured and lifecycle managed correctly,SLA Compliance,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Cortex Data Lake tier · Data Retention · GB Event Forwarding,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
DET,TC-SIEM-02,UCS-SIEM-02,UC-SIEM,Log Management & Compliance,Vulnerability Management Integration,Validate Host Insights module provides vulnerability context enriched into endpoint incidents,SecOps,LEAD,Table Stakes,P2,DET-SIEM-01,BIOC,xdr_data,POV-SC-049,Execute scenario-specific simulation for Vulnerability Management Integration,TBD,Vulnerability context available during endpoint investigation,Detection Accuracy,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Cortex Data Lake tier · Data Retention · GB Event Forwarding,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-SOAR-01,UCS-SOAR-01,UC-SOAR,SOC Process Automation,Manual Repetitive SOC Workflows,"Validate XSOAR playbook automates enrichment, triage, and notification for top 5 alert types",SecOps,MOAT,Table Stakes,P1,DET-SOAR-01,BIOC,xdr_data,POV-SC-005,Trigger incident matching automated playbook conditions; measure playbook completion,TBD,"Automated enrichment adds TI, reputation, and asset context pre-analyst review",Coverage %,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-SOAR-02,UCS-SOAR-01,UC-SOAR,SOC Process Automation,Manual Repetitive SOC Workflows,Demonstrate XSIAM native automation replaces standalone SOAR for common playbooks,SecOps,MOAT,Table Stakes,P1,DET-SOAR-02,BIOC,xdr_data,POV-SC-005,Trigger incident matching automated playbook conditions; measure playbook completion,TBD,Playbooks automate top 5 incident types correctly,Automation Rate,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-SOAR-03,UCS-SOAR-02,UC-SOAR,SOC Process Automation,Platform & 3rd Party Integration Gaps,Validate bidirectional integrations with top 5 customer tools,SecOps,MOAT,Table Stakes,P1,DET-SOAR-03,BIOC,xdr_data,POV-SC-005,Trigger incident matching automated playbook conditions; measure playbook completion,TBD,Bidirectional data exchange functions with top customer tools,MTTR,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-ITPA-01,UCS-ITPA-01,UC-ITPA,IT Process Automation,IT/Security Process Silos,Demonstrate cross-functional automation between SOC and IT ops (ServiceNow + containment),SecOps,MOAT,Table Stakes,P1,DET-ITPA-01,BIOC,xdr_data,POV-SC-050,Execute scenario-specific simulation for IT/Security Process Silos,TBD,Bidirectional ServiceNow integration syncs correctly,Automation Rate,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Extended Compute Units,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
PLT,TC-TIM-01,UCS-TIM-01,UC-TIM,Threat Intelligence Management,Unmanaged / Stale Threat Intel Feeds,"Validate TIM lifecycle management: ingest, deduplicate, score, expire IOCs across feeds",SecOps,LEAD,Table Stakes,P2,,Platform-state assertion (no detection content),,POV-SC-026,Execute scenario-specific simulation for Unmanaged / Stale Threat Intel Feeds,TBD,Detection lifecycle from creation through retirement managed,MTTR,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Threat Intelligence Management · Extended Threat Intelligence (XTI),"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
DET,TC-TIM-02,UCS-TIM-01,UC-TIM,Threat Intelligence Management,Unmanaged / Stale Threat Intel Feeds,Demonstrate automated IOC-to-EDL push for real-time blocking at NGFW,SecOps,MOAT,AI-Native,P1,DET-TIM-01,BIOC,xdr_data,POV-SC-026,Execute scenario-specific simulation for Unmanaged / Stale Threat Intel Feeds,TBD,NGFW logs ingested and normalized into XSIAM data model,Cross-Source Correlation Rate,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Threat Intelligence Management · Extended Threat Intelligence (XTI),TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
PLT,TC-MDR-01,UCS-MDR-01,UC-MDR,Managed Detection & Response (MDR),Lack of 24/7 SOC Coverage,Validate Unit 42 MDR provides continuous monitoring with defined escalation SLAs,SecOps,PARITY,Table Stakes,P3,,Platform-state assertion (no detection content),,POV-SC-051,Execute scenario-specific simulation for Lack of 24/7 SOC Coverage,TBD,Monitoring coverage verified across all time windows,Coverage %,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Extended Threat Hunting · Extended Threat Intelligence (XTI) · Extended Compute Units,"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
DET,TC-MDR-02,UCS-MDR-02,UC-MDR,Managed Detection & Response (MDR),Insufficient Incident Response Expertise,Demonstrate Unit 42 MDR investigation and response on simulated incident,SecOps,PARITY,Table Stakes,P3,DET-MDR-01,BIOC,xdr_data,POV-SC-052,Execute scenario-specific simulation for Insufficient Incident Response Expertise,TBD,Containment actions execute within defined time SLA,Automation Rate,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Extended Threat Hunting · Extended Threat Intelligence (XTI) · Extended Compute Units,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-MSIAM-01,UCS-MSIAM-01,UC-MSIAM,Managed XSIAM (MSIAM),Lack of Internal XSIAM Operational Expertise,"Validate MSIAM service onboards, tunes, and operates XSIAM to defined operational metrics",SecOps,MOAT,Table Stakes,P1,DET-MSIAM-01,BIOC,xdr_data,POV-SC-053,Execute scenario-specific simulation for Lack of Internal XSIAM Operational Expertise,TBD,Onboarding and initial configuration complete,Completeness %,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Enterprise Runtime Security (XDR) · Host Insights · Forensics · Extended Threat Hunting · Extended Threat Intelligence (XTI) · Extended Compute Units,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
HNT,TC-MTH-01,UCS-MTH-01,UC-MTH,Managed Threat Hunting (MTH),No Dedicated Threat Hunting Program,Validate Unit 42 MTH delivers proactive hunt reports with actionable findings on cadence,SecOps,MOAT,Ecosystem,P1,HNT-MTH-01,Saved XQL Hunt Query,xdr_data,POV-SC-013,"Pre-seeded hunt dataset with 20–30 known IOCs across credential access, persistence, exfiltration",TBD,Proactive hunt campaigns identify threats automated detection missed,Automation Rate,Qualitative pass,XQL query engine (/public_api/v1/xql/start_xql_query),Cortex XSIAM,Extended Threat Hunting,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-CDR-01,UCS-CDR-01,UC-CDR,Cloud Detection & Response,Cloud Runtime Threats Invisible to SOC,Validate runtime threat detection for containers and serverless workloads,SecOps,LEAD,Cloud-Native,P2,DET-CDR-01,Cloud Runtime Policy (CDR),cloud_audit_logs · container_events,POV-SC-054,Execute scenario-specific simulation for Cloud Runtime Threats Invisible to SOC,TBD,"Container-specific threats (escape, crypto-mining) detected with high fidelity",MTTD,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Runtime Alerts + /api/v1/alerts,Cortex XSIAM · Cortex Cloud,Cloud Runtime Security · Enterprise Runtime Security (XDR),TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-CDR-02,UCS-CDR-01,UC-CDR,Cloud Detection & Response,Cloud Runtime Threats Invisible to SOC,Demonstrate cloud alert correlation with endpoint/network telemetry in unified incident,SecOps,LEAD,Platform,P2,DET-CDR-02,Cloud Posture Policy (custom),cloud_inventory · posture_findings,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,Cloud alerts stitch with endpoint and network events in single incident,Cross-Source Correlation Rate,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex XSIAM · Cortex Cloud,Cloud Runtime Security · Enterprise Runtime Security (XDR),TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
DET,TC-CDR-03,UCS-CDR-02,UC-CDR,Cloud Detection & Response,Cloud Posture Drift and Misconfigurations,Validate CSPM policy scanning detects misconfigurations across multi-cloud accounts,SecOps,LEAD,Table Stakes,P2,DET-CDR-03,Cloud Posture Policy (custom),cloud_inventory · posture_findings,POV-SC-055,Execute scenario-specific simulation for Cloud Posture Drift and Misconfigurations,TBD,Protection policies deploy and enforce correctly across target endpoints,SLA Compliance,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Policies + Alerts view,Cortex XSIAM · Cortex Cloud,Cloud Runtime Security · Enterprise Runtime Security (XDR),TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
POS,TC-CDR-04,UCS-CDR-03,UC-CDR,Cloud Detection & Response,Cloud Identity Exposure (CIEM),Validate CIEM identifies over-permissioned cloud identities and recommends least-privilege,SecOps,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,"Identity data ingested from multiple IdPs (AD, Azure AD, Okta)",Cross-Source Correlation Rate,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex XSIAM · Cortex Cloud,Cloud Runtime Security · Enterprise Runtime Security (XDR),"N/A — assertion, not detection",GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · NO MEASURABLE THRESHOLD
POS,TC-CDR-05,UCS-CDR-04,UC-CDR,Cloud Detection & Response,Agentless Workload Protection,Demonstrate agentless scanning and protection for workloads where agent deployment is infeasible,SecOps,LEAD,Table Stakes,P2,,Posture policy assertion (no detection content),,POV-SC-056,Execute scenario-specific simulation for Agentless Workload Protection,TBD,Agentless scanning and protection for cloud workloads functions correctly,Coverage %,Qualitative pass,XSIAM UI + XQL · Cortex Cloud Posture Dashboard + REST API,Cortex XSIAM · Cortex Cloud,Cloud Runtime Security · Enterprise Runtime Security (XDR),"N/A — assertion, not detection",NO MEASURABLE THRESHOLD
DET,TC-SOT-01,UCS-SOT-01,UC-SOT,Security Operations Transformation,No Defined Alerting / Triage Strategy,"Validate customer alerting strategy alignment: rule tuning, threshold config, escalation paths",SecOps,MOAT,Table Stakes,P1,DET-SOT-01,BIOC,xdr_data,POV-SC-057,Execute scenario-specific simulation for No Defined Alerting / Triage Strategy,TBD,Rule tuning measurably reduces false positive rate,False Positive Rate,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Analytics tier · Extended Compute Units,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-SOT-02,UCS-SOT-01,UC-SOT,Security Operations Transformation,No Defined Alerting / Triage Strategy,Demonstrate triage-as-validation workflow with auto-triage and analyst override,SecOps,MOAT,AI-Native,P1,DET-SOT-02,BIOC,incidents,POV-SC-006,"Inject synthetic alert volume (500–1,000 alerts mixing Atomic Red Team T1059 / T1021 with benign noise)",T1021 T1059,Auto-triage correctly classifies >60% of test alert volume,Triage Automation Rate,>60%,XSIAM Incidents (XQL: dataset=incidents),Cortex XSIAM,Data Ingestion — Analytics tier · Extended Compute Units,TO AUTHOR,GENERIC SCENARIO (shared by 8 TCs) — needs purpose-built payload
DET,TC-SOT-03,UCS-SOT-02,UC-SOT,Security Operations Transformation,Platform Care and Feeding / Self-Healing Loop,Demonstrate lifecycle management: detection tuning → enrichment → response → feedback loop,SecOps,MOAT,Ecosystem,P1,DET-SOT-03,BIOC,xdr_data,POV-SC-058,Execute scenario-specific simulation for Platform Care and Feeding / Self-Healing Loop,TBD,"Automated enrichment adds TI, reputation, and asset context pre-analyst review",Coverage %,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Analytics tier · Extended Compute Units,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-BYOML-01,UCS-BYOML-01,UC-BYOML,Advanced Analytics & BYOML,Custom Detection Requirements Beyond OOTB Rules,Validate BYOML model deployment for custom anomaly detection on customer-specific data,SecOps,MOAT,Table Stakes,P1,DET-BYOML-01,Analytics BIOC,xdr_data,POV-SC-027,Execute scenario-specific simulation for Custom Detection Requirements Beyond OOTB Rules,TBD,Customer ML model deploys and infers correctly on XSIAM data,MTTD,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Analytics tier · Extended Compute Units,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-BYOML-02,UCS-BYOML-01,UC-BYOML,Advanced Analytics & BYOML,Custom Detection Requirements Beyond OOTB Rules,Demonstrate datamodel customization for industry-specific correlation rules,SecOps,MOAT,Table Stakes,P1,DET-BYOML-02,Correlation Rule (XQL),xdr_data,POV-SC-027,Execute scenario-specific simulation for Custom Detection Requirements Beyond OOTB Rules,TBD,Custom datamodel fields and correlation logic function correctly,Cross-Source Correlation Rate,Qualitative pass,XSIAM UI + XQL,Cortex XSIAM,Data Ingestion — Analytics tier · Extended Compute Units,TO AUTHOR,NO MITRE MAPPING · NO MEASURABLE THRESHOLD
DET,TC-DLP-01,UCS-DLP-01,UC-DLP,Data Loss Prevention (DLP),Data Exfiltration Detection & Prevention,"Validate DLP detects sensitive data (PII/PCI/PHI) exfiltration attempts across email, web upload, and USB channels in real time",SecOps,PARITY,Table Stakes,P3,DET-DLP-01,BIOC,xdr_data,POV-SC-059,Execute scenario-specific simulation for Data Exfiltration Detection & Prevention,TBD,100% detection rate across all channels with <2% false positive rate and sub-second blocking,False Positive Rate,<2%,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),TO AUTHOR,NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-DLP-02,UCS-DLP-01,UC-DLP,Data Loss Prevention (DLP),Data Exfiltration Detection & Prevention,Demonstrate cross-channel correlation identifies coordinated data staging across endpoint and network,SecOps,PARITY,Table Stakes,P3,DET-DLP-02,Correlation Rule (XQL),xdr_data,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,XSIAM correlates 3+ staging indicators into single high-confidence exfiltration alert within 5 minutes,Cross-Source Correlation Rate,within 5 min,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-DLP-03,UCS-DLP-02,UC-DLP,Data Loss Prevention (DLP),DLP Policy Enforcement & Tuning,"Validate DLP policy creation and enforcement across endpoint, network, and SaaS data channels from unified console",SecOps,PARITY,Table Stakes,P3,DET-DLP-03,BIOC,xdr_data,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,Policy enforced consistently across all 3 channels within 15 minutes of creation,Policy deployment time,within 15 min,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload
DET,TC-DLP-04,UCS-DLP-02,UC-DLP,Data Loss Prevention (DLP),DLP Policy Enforcement & Tuning,Demonstrate policy tuning workflow reduces false positives by iterating on detection patterns with analyst feedback loop,SecOps,PARITY,Table Stakes,P3,DET-DLP-04,BIOC,xdr_data,POV-SC-005,Trigger incident matching automated playbook conditions; measure playbook completion,TBD,False positive rate reduced by 40%+ after one tuning cycle without reducing true positive rate,False Positive Rate,40%,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),TO AUTHOR,GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-DLP-05,UCS-DLP-03,UC-DLP,Data Loss Prevention (DLP),Insider Threat Data Movement,Validate behavioral analytics detect anomalous data access patterns indicative of insider threat pre-exfiltration,SecOps,PARITY,Table Stakes,P3,DET-DLP-05,Analytics BIOC,xdr_data,POV-SC-060,Execute scenario-specific simulation for Insider Threat Data Movement,TBD,Behavioral anomaly flagged within 24 hours of pattern onset with risk score >80/100,Behavioral detection latency,within 24 hours,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),TO AUTHOR,NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-DLP-06,UCS-DLP-03,UC-DLP,Data Loss Prevention (DLP),Insider Threat Data Movement,Demonstrate DLP integration with UEBA provides enriched insider risk timeline for investigation,SecOps,PARITY,Table Stakes,P3,DET-DLP-06,Analytics BIOC,xdr_data,POV-SC-006,"Inject synthetic alert volume (500–1,000 alerts mixing Atomic Red Team T1059 / T1021 with benign noise)",T1021 T1059,Investigation timeline auto-populated with 30-day behavioral context within 2 minutes of alert creation,Enrichment time,within 2 min,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),TO AUTHOR,GENERIC SCENARIO (shared by 8 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
POS,TC-DLP-07,UCS-DLP-04,UC-DLP,Data Loss Prevention (DLP),Compliance-Driven Data Controls (PCI/HIPAA/GDPR),"Validate DLP enforces regulatory compliance controls for PCI-DSS, HIPAA, and GDPR data classification and handling requirements",SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-061,Execute scenario-specific simulation for Compliance-Driven Data Controls (PCI/HIPAA/GDPR),TBD,100% enforcement of regulated data controls with complete audit trail for compliance reporting,Compliance Score,100%,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),"N/A — assertion, not detection",EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
POS,TC-DLP-08,UCS-DLP-04,UC-DLP,Data Loss Prevention (DLP),Compliance-Driven Data Controls (PCI/HIPAA/GDPR),Demonstrate automated compliance reporting with data flow mapping across regulated environments,SecOps,PARITY,Table Stakes,P3,,Posture policy assertion (no detection content),,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,Compliance report generated in <5 minutes covering all monitored channels with zero manual data collection required,Compliance Score,<5 minutes,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),"N/A — assertion, not detection",GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-DLP-09,UCS-DLP-05,UC-DLP,Data Loss Prevention (DLP),DLP Incident Response & Remediation,Validate DLP incidents auto-create XSIAM cases with full context and recommended remediation playbooks,SecOps,PARITY,Table Stakes,P3,DET-DLP-07,BIOC,xdr_data,POV-SC-062,Execute scenario-specific simulation for DLP Incident Response & Remediation,TBD,DLP case created within 30 seconds with complete context and appropriate playbook auto-attached,Completeness %,within 30 sec,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),TO AUTHOR,NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-DLP-10,UCS-DLP-05,UC-DLP,Data Loss Prevention (DLP),DLP Incident Response & Remediation,Demonstrate AgentiX automated DLP incident remediation with user notification and manager escalation workflow,SecOps,PARITY,Table Stakes,P3,DET-DLP-08,BIOC,incidents,POV-SC-005,Trigger incident matching automated playbook conditions; measure playbook completion,TBD,End-to-end remediation workflow completes within 15 minutes with zero analyst intervention for standard violations,Automation Rate,within 15 min,XSIAM Incidents (XQL: dataset=incidents),Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),TO AUTHOR,GENERIC SCENARIO (shared by 10 TCs) — needs purpose-built payload · NO MITRE MAPPING · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-DLP-11,UCS-DLP-06,UC-DLP,Data Loss Prevention (DLP),SaaS Application Data Controls,Validate DLP monitors and controls sensitive data movement across sanctioned and unsanctioned SaaS applications,SecOps,PARITY,Table Stakes,P3,DET-DLP-09,BIOC,xdr_data,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,Sensitive data detected and controlled in 100% of sanctioned apps and 90%+ of shadow IT uploads,SaaS coverage %,100%,XSIAM UI + XQL,Cortex XSIAM · Cortex XDR,DLP · Enterprise Runtime Security (XDR),TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AES-01,UCS-AES-01,UC-AES,Advanced Email Security,Phishing & Social Engineering Detection,"Validate AI-driven phishing detection identifies credential harvesting, brand impersonation, and zero-day phishing URLs across email platforms",SecOps,PARITY,Table Stakes,P3,DET-AES-01,BIOC,xdr_data,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,"95%+ detection rate for known techniques, 85%+ for novel/zero-day phishing with <1% false positive rate on legitimate business emails",False Positive Rate,<1%,XSIAM UI + XQL,Cortex XSIAM,Advanced Email Security,TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
DET,TC-AES-02,UCS-AES-01,UC-AES,Advanced Email Security,Phishing & Social Engineering Detection,Demonstrate cross-signal correlation links phishing emails to downstream credential compromise and lateral movement indicators,SecOps,PARITY,Table Stakes,P3,DET-AES-02,Correlation Rule (XQL),xdr_data,POV-SC-001,Execute multi-stage attack chain (T1566 email → T1059 endpoint → T1021 lateral → T1078 cloud identity),T1021 T1059 T1078 T1566,Full attack chain correlated into single incident within 3 minutes of initial phishing delivery,Cross-Source Correlation Rate,within 3 min,XSIAM UI + XQL,Cortex XSIAM,Advanced Email Security,TO AUTHOR,GENERIC SCENARIO (shared by 21 TCs) — needs purpose-built payload · EXPECTED SIGNAL == SUCCESS CRITERIA (untested distinction)
